"Estuary","SampleEvent","Date","Section","StationName","Station","Temperature","Salinity","DissolvedOxygen","pH","Depth","SampleDepth","Secchi","TurbidityYSI","TurbidityHach"
"AB","COLL",2021-05-10,"E","Cat Point",11,24.9,4.5,6.97,NA,1.5,NA,0.5,NA,NA
"AB","COLL",2021-05-10,"E","Easthole",12,24.6,10.88,7.81,NA,1.5,NA,0.5,NA,NA
"AB","COLL",2021-05-10,"E","Bulkhead",15,24.8,3.62,8.43,NA,2,NA,0.5,NA,NA
"AB","COLL",2021-06-02,"W","Paradise Flats",1,26.1,12.77,8.68,NA,1.5,NA,1,NA,NA
"AB","COLL",2021-06-02,"W","Cabbage Top",2,26.4,11.13,8.52,NA,1.5,NA,1,NA,NA
"AB","COLL",2021-06-02,"W","Dry Bar North",3,26.8,14.7,8.04,NA,2,NA,1,NA,NA
"AB","COLL",2021-06-02,"W","Green Point",4,27.2,15.18,8.2,NA,2.25,NA,1,NA,NA
"AB","COLL",2021-06-02,"W","Eleven Mile",5,26.5,17.13,7.41,NA,1.5,NA,0.5,NA,NA
"AB","COLL",2021-06-02,"C","Halfmoon",6,28.8,18.91,NA,NA,2.5,NA,1,NA,NA
"AB","COLL",2021-06-02,"C","Lighthouse",7,27.8,25.97,7.28,NA,2,NA,1,NA,NA
"AB","COLL",2021-06-02,"C","Normans",8,27,21.83,7.66,NA,2.75,NA,1,NA,NA
"AB","COLL",2021-06-02,"C","Hotel",9,26.9,25.75,7.2,NA,1.75,NA,1.5,NA,NA
"AB","COLL",2021-06-02,"C","East Lumps",10,27.6,27.29,7.5,NA,2.25,NA,1.5,NA,NA
"AB","COLL",2021-06-02,"E","Cat Point",11,27.6,27.74,7,NA,1.5,NA,1.25,NA,NA
"AB","COLL",2021-06-02,"E","Easthole",12,27.2,27.42,6.8,NA,1.5,NA,1,NA,NA
"AB","COLL",2021-06-02,"E","Platform",13,27.4,29.26,7.29,NA,1.75,NA,1.75,NA,NA
"AB","COLL",2021-06-02,"E","Porters",14,27.4,28.6,7.32,NA,2,NA,2,NA,NA
"AB","COLL",2021-06-02,"E","Bulkhead",15,26.9,23.52,NA,NA,2,NA,1.25,NA,NA
"AB","COLL",2021-07-01,"W","Paradise Flats",1,26.6,8.12,6.78,NA,1.75,NA,0.5,NA,NA
"AB","COLL",2021-07-01,"W","Cabbage Top",2,26.5,8.69,7.14,NA,1.5,NA,0.75,NA,NA
"AB","COLL",2021-07-01,"C","Halfmoon",6,27.7,3.85,6.56,NA,2.5,NA,0.75,NA,NA
"AB","COLL",2021-07-01,"C","Lighthouse",7,27.7,28.35,6.16,NA,2,NA,0.5,NA,NA
"AB","COLL",2021-07-01,"C","Hotel",9,27.4,30.98,6.22,NA,1.75,NA,1,NA,NA
"AB","COLL",2021-07-01,"E","Cat Point",11,27.8,28.98,6,NA,1.75,NA,0.75,NA,NA
"AB","COLL",2021-07-01,"E","Easthole",12,27.7,30.92,6,NA,1.5,NA,1,NA,NA
"AB","COLL",2021-07-01,"E","Bulkhead",15,27.9,30.14,6.75,NA,2,NA,1,NA,NA
"AB","COLL",2021-08-02,"W","Paradise Flats",1,31.7,24.96,6.33,NA,1.25,NA,0.5,NA,NA
"AB","COLL",2021-08-02,"W","Cabbage Top",2,30.8,22.06,NA,NA,1.25,NA,1,NA,NA
"AB","COLL",2021-08-02,"C","Halfmoon",6,31,19.38,NA,NA,2.5,NA,0.75,NA,NA
"AB","COLL",2021-08-02,"C","Lighthouse",7,30.8,17.85,NA,NA,2,NA,0.75,NA,NA
"AB","COLL",2021-08-02,"C","Hotel",9,30.6,19.14,6.76,NA,1.75,NA,1,NA,NA
"AB","COLL",2021-08-02,"E","Cat Point",11,30.5,18.63,2.13,NA,1.75,NA,1,NA,NA
"AB","COLL",2021-08-02,"E","Easthole",12,30.5,14.93,6.88,NA,1.5,NA,1,NA,NA
"AB","COLL",2021-08-02,"E","Bulkhead",15,30.3,13.86,7.15,NA,2,NA,1,NA,NA
"AB","COLL",2021-09-07,"W","Paradise Flats",1,30,10,7.25,NA,2,NA,1,NA,NA
"AB","COLL",2021-09-07,"W","Cabbage Top",2,29.7,9.6,6.97,NA,1.75,NA,0.75,NA,NA
"AB","COLL",2021-09-07,"C","Halfmoon",6,29.3,16,3.81,NA,1.5,NA,0.75,NA,NA
"AB","COLL",2021-09-07,"C","Lighthouse",7,29.2,5.2,5.61,NA,2,NA,0.75,NA,NA
"AB","COLL",2021-09-07,"C","Hotel",9,29,19.8,4.2,NA,1.5,NA,1,NA,NA
"AB","COLL",2021-09-07,"E","Cat Point",11,29.3,11.9,5.1,NA,1.75,NA,0.75,NA,NA
"AB","COLL",2021-09-07,"E","Easthole",12,29.2,16.6,4.9,NA,1.5,NA,1,NA,NA
"AB","COLL",2021-09-07,"E","Bulkhead",15,29.2,14.4,5.12,NA,2,NA,0.75,NA,NA
"AB","COLL",2016-01-11,"W","Paradise Flats",1,11.9,0.34,10.3,7.38,1,NA,0.25,NA,NA
"AB","COLL",2016-01-11,"W","Paradise Flats",1,11.6,0.66,10.25,7.22,1,NA,0.25,NA,NA
"AB","COLL",2016-01-11,"W","Cabbage Top",2,12.1,0.12,10.26,7.58,1.5,NA,0.25,NA,NA
"AB","COLL",2016-01-11,"W","Dry Bar North",3,12.3,0.57,9.94,7.22,2,NA,0.25,NA,NA
"AB","COLL",2016-01-11,"W","Green Point",4,11.9,0.54,9.87,7.23,1.5,NA,0.25,NA,NA
"AB","COLL",2016-01-11,"W","Eleven Mile",5,12.2,0.36,10.35,8.1,1.25,NA,0.25,NA,NA
"AB","COLL",2016-01-11,"C","Halfmoon",6,13.6,0.04,8.72,7.71,2,NA,0.25,NA,NA
"AB","COLL",2016-01-11,"C","Lighthouse",7,12.9,0.04,8.81,7.57,1.75,NA,0.25,NA,NA
"AB","COLL",2016-01-11,"C","Normans",8,13,0.24,8.88,7.43,2.5,NA,0.5,NA,NA
"AB","COLL",2016-01-11,"C","Hotel",9,12.6,0.75,9.69,7.2,1.75,NA,0.25,NA,NA
"AB","COLL",2016-01-11,"C","East Lumps",10,12.8,0.04,9.33,7.55,2,NA,0.25,NA,NA
"AB","COLL",2016-01-11,"E","Cat Point",11,11.9,0.05,9.44,7.72,1.25,NA,0.25,NA,NA
"AB","COLL",2016-01-11,"E","Easthole",12,12.7,0.96,10,7.14,1.25,NA,0.25,NA,NA
"AB","COLL",2016-01-11,"E","Platform",13,12.7,0.76,9.75,7.19,0.75,NA,0.25,NA,NA
"AB","COLL",2016-01-11,"E","Porters",14,12.7,0.17,9.64,7.49,1.5,NA,0.25,NA,NA
"AB","COLL",2016-01-11,"E","Bulkhead",15,12.5,0.06,9.58,7.66,1.5,NA,0.25,NA,NA
"AB","COLL",2016-02-07,"W","Paradise Flats",1,12.6,5.8,11.96,8.41,0.75,NA,0.25,NA,NA
"AB","COLL",2016-02-07,"W","Cabbage Top",2,12.1,6.38,11.06,8.01,1.5,NA,1,NA,NA
"AB","COLL",2016-02-07,"W","Dry Bar North",3,12.3,5.39,10.54,7.69,1,NA,0.75,NA,NA
"AB","COLL",2016-02-07,"W","Green Point",4,12.2,7.8,11.83,8.25,1.75,NA,1,NA,NA
"AB","COLL",2016-02-07,"W","Eleven Mile",5,12.8,9.71,11.34,8.25,1.25,NA,0.5,NA,NA
"AB","COLL",2016-02-07,"C","Halfmoon",6,12.1,0.05,9.78,7.9,1.5,NA,0.5,NA,NA
"AB","COLL",2016-02-07,"C","Lighthouse",7,12.1,1.95,9.73,7.68,1.25,NA,0.5,NA,NA
"AB","COLL",2016-02-07,"C","Normans",8,11.1,2.54,10.36,8.07,2,NA,0.5,NA,NA
"AB","COLL",2016-02-07,"C","Hotel",9,11,4.85,10.41,7.6,1.5,NA,0.75,NA,NA
"AB","COLL",2016-02-07,"C","East Lumps",10,11.5,1.6,10.27,7.72,2,NA,0.5,NA,NA
"AB","COLL",2016-02-07,"E","Cat Point",11,11.6,3.59,9.62,7.5,1,NA,0.5,NA,NA
"AB","COLL",2016-02-07,"E","Easthole",12,11,4.16,10.35,7.44,1,NA,0.75,NA,NA
"AB","COLL",2016-02-07,"E","Platform",13,11.4,6.05,10.32,7.53,0.5,NA,0.5,NA,NA
"AB","COLL",2016-02-07,"E","Porters",14,11.5,6.52,10.46,7.48,2,NA,0.75,NA,NA
"AB","COLL",2016-02-07,"E","Bulkhead",15,11.1,2.5,9.92,7.53,2.5,NA,0.5,NA,NA
"AB","COLL",2016-03-06,"W","Paradise Flats",1,17.5,7.86,10.38,8.19,1,NA,0.25,NA,NA
"AB","COLL",2016-03-06,"W","Cabbage Top",2,17.3,6.91,10.75,8.21,1.5,NA,0.75,NA,NA
"AB","COLL",2016-03-06,"W","Dry Bar North",3,17.3,11.24,10.01,8.09,1.75,NA,1.25,NA,NA
"AB","COLL",2016-03-06,"W","Green Point",4,18,7.19,10.3,8.07,2,NA,1.25,NA,NA
"AB","COLL",2016-03-06,"W","Eleven Mile",5,18.5,11.81,10.11,8.16,1.5,NA,0.5,NA,NA
"AB","COLL",2016-03-06,"C","Halfmoon",6,15.8,0.05,9,8.5,1.5,NA,0.25,NA,NA
"AB","COLL",2016-03-06,"C","Lighthouse",7,16.4,5.72,8.45,7.61,1.75,NA,0.5,NA,NA
"AB","COLL",2016-03-06,"C","Normans",8,16.2,3.33,9.74,7.74,2,NA,0.75,NA,NA
"AB","COLL",2016-03-06,"C","Hotel",9,16.1,4.78,9.76,7.89,1.5,NA,0.75,NA,NA
"AB","COLL",2016-03-06,"C","East Lumps",10,16.5,3.33,8.75,7.5,1.75,NA,0.5,NA,NA
"AB","COLL",2016-03-06,"E","Cat Point",11,16.6,5.28,9,7.7,1.25,NA,0.5,NA,NA
"AB","COLL",2016-03-06,"E","Easthole",12,16.6,4.69,9.89,7.92,1.25,NA,0.75,NA,NA
"AB","COLL",2016-03-06,"E","Platform",13,16.6,7.52,9.57,7.84,1.5,NA,1,NA,NA
"AB","COLL",2016-03-06,"E","Porters",14,16.8,8.7,9.23,7.88,1.75,NA,1,NA,NA
"AB","COLL",2016-03-06,"E","Bulkhead",15,16.5,3.41,9.82,7.86,1.75,NA,0.5,NA,NA
"AB","COLL",2016-04-05,"W","Paradise Flats",1,22.1,12.41,8.48,8.02,1.25,NA,0.25,NA,NA
"AB","COLL",2016-04-05,"W","Cabbage Top",2,21.7,8.27,8.85,8.07,1.5,NA,0.75,NA,NA
"AB","COLL",2016-04-05,"W","Dry Bar North",3,20.9,16.05,8.11,7.87,1.75,NA,1.25,NA,NA
"AB","COLL",2016-04-05,"W","Green Point",4,22,9.7,8.5,7.92,2,NA,1.5,NA,NA
"AB","COLL",2016-04-05,"W","Eleven Mile",5,22.2,21.56,8.56,8,1.5,NA,1,NA,NA
"AB","COLL",2016-04-05,"C","Halfmoon",6,20.6,0.06,7.64,8.55,2,NA,0.5,NA,NA
"AB","COLL",2016-04-05,"C","Lighthouse",7,20.3,1.01,7.43,8.13,2,NA,0.75,NA,NA
"AB","COLL",2016-04-05,"C","Normans",8,19.9,4.41,8.39,7.73,2.25,NA,0.75,NA,NA
"AB","COLL",2016-04-05,"C","Hotel",9,19.8,6.02,8.62,7.67,1.5,NA,0.75,NA,NA
"AB","COLL",2016-04-05,"C","East Lumps",10,19.8,1.35,7.6,8.11,2,NA,0.5,NA,NA
"AB","COLL",2016-04-05,"E","Cat Point",11,20.1,1.39,7.77,8.01,1.75,NA,0.25,NA,NA
"AB","COLL",2016-04-05,"E","Easthole",12,19.9,6.55,8.72,7.8,1.5,NA,0.75,NA,NA
"AB","COLL",2016-04-05,"E","Platform",13,20.2,4.88,8.25,7.76,1,NA,0.25,NA,NA
"AB","COLL",2016-04-05,"E","Porters",14,20.4,5.89,7.82,7.71,2.25,NA,1.25,NA,NA
"AB","COLL",2016-04-05,"E","Bulkhead",15,20.2,4.16,8.46,7.74,2,NA,0.75,NA,NA
"AB","COLL",2016-05-02,"W","Paradise Flats",1,27.6,6.85,7.87,8.29,1.5,NA,0.5,NA,NA
"AB","COLL",2016-05-02,"W","Cabbage Top",2,27.4,6.84,8.08,8.3,2.25,NA,0.75,NA,NA
"AB","COLL",2016-05-02,"W","Dry Bar North",3,27.2,7.81,8.08,8.21,2.5,NA,1,NA,NA
"AB","COLL",2016-05-02,"W","Green Point",4,26.2,3.78,7.98,8.33,2.25,NA,1,NA,NA
"AB","COLL",2016-05-02,"W","Eleven Mile",5,27.7,7.18,9.21,8.4,2,NA,0.75,NA,NA
"AB","COLL",2016-05-02,"C","Halfmoon",6,25.5,3.41,7.41,8.16,2.25,NA,1,NA,NA
"AB","COLL",2016-05-02,"C","Lighthouse",7,26.5,15.22,6.12,7.97,2.25,NA,1.25,NA,NA
"AB","COLL",2016-05-02,"C","Normans",8,26.5,14.64,7.08,7.98,2.75,NA,1.75,NA,NA
"AB","COLL",2016-05-02,"C","Hotel",9,26,18.51,6.51,7.99,2.25,NA,1.75,NA,NA
"AB","COLL",2016-05-02,"C","East Lumps",10,26.3,15.18,6.3,7.99,2.5,NA,1,NA,NA
"AB","COLL",2016-05-02,"E","Cat Point",11,26.8,12.04,7.2,8.03,2,NA,1,NA,NA
"AB","COLL",2016-05-02,"E","Easthole",12,26.3,18.12,6.47,7.97,2,NA,1.25,NA,NA
"AB","COLL",2016-05-02,"E","Platform",13,26.4,21.05,6.62,8.01,2,NA,2,NA,NA
"AB","COLL",2016-05-02,"E","Porters",14,26.7,20.96,6.14,7.99,2.25,NA,2,NA,NA
"AB","COLL",2016-05-02,"E","Bulkhead",15,26.9,15.92,6.45,7.97,2.25,NA,1.75,NA,NA
"AB","COLL",2016-06-01,"W","Paradise Flats",1,29.3,23.74,7.39,8.22,1.5,NA,0.75,NA,NA
"AB","COLL",2016-06-01,"W","Cabbage Top",2,29.1,20.6,7.58,8.35,1.75,NA,0.75,NA,NA
"AB","COLL",2016-06-01,"W","Dry Bar North",3,28.4,28.2,7.4,8.19,2.5,NA,1,NA,NA
"AB","COLL",2016-06-01,"W","Green Point",4,28.6,26.84,7.37,8.27,2,NA,0.75,NA,NA
"AB","COLL",2016-06-01,"W","Eleven Mile",5,29.1,28.32,8.05,8.24,1.5,NA,1,NA,NA
"AB","COLL",2016-06-01,"C","Halfmoon",6,29,14.64,7.94,8.38,2.75,NA,0.75,NA,NA
"AB","COLL",2016-06-01,"C","Lighthouse",7,28.5,14.95,7.38,8.35,2.25,NA,1,NA,NA
"AB","COLL",2016-06-01,"C","Normans",8,27.6,12.19,7.44,8.39,2.75,NA,1.5,NA,NA
"AB","COLL",2016-06-01,"C","Hotel",9,28.4,18.25,6.74,8.36,2.25,NA,1,NA,NA
"AB","COLL",2016-06-01,"C","East Lumps",10,28.3,14.41,7.3,8.34,2.5,NA,1,NA,NA
"AB","COLL",2016-06-01,"E","Cat Point",11,28.8,20.38,6.83,8.28,1.75,NA,1,NA,NA
"AB","COLL",2016-06-01,"E","Easthole",12,27.9,14.24,7.62,8.38,1.75,NA,0.75,NA,NA
"AB","COLL",2016-06-01,"E","Platform",13,28.3,15.07,7.59,8.38,2,NA,1,NA,NA
"AB","COLL",2016-06-01,"E","Porters",14,28.5,21.12,7.21,8.22,2.25,NA,1,NA,NA
"AB","COLL",2016-06-01,"E","Bulkhead",15,28.2,13.3,8.1,8.5,2,NA,1,NA,NA
"AB","COLL",2016-07-05,"W","Paradise Flats",1,32.4,30.66,7.78,8.26,1.25,NA,0.5,NA,NA
"AB","COLL",2016-07-05,"W","Cabbage Top",2,31.7,29.1,6.48,8.19,2,NA,0.5,NA,NA
"AB","COLL",2016-07-05,"W","Dry Bar North",3,31,31.16,7.18,8.21,2,NA,0.75,NA,NA
"AB","COLL",2016-07-05,"W","Green Point",4,31,28.7,7.15,8.21,2,NA,1,NA,NA
"AB","COLL",2016-07-05,"W","Green Point",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AB","COLL",2016-07-05,"W","Eleven Mile",5,31.4,30.93,6.95,8.21,1.75,NA,0.5,NA,NA
"AB","COLL",2016-07-05,"C","Halfmoon",6,29.9,13.06,6.44,8.19,2.5,NA,1,NA,NA
"AB","COLL",2016-07-05,"C","Lighthouse",7,30.6,14.45,7.56,8.29,2,NA,0.5,NA,NA
"AB","COLL",2016-07-05,"C","Normans",8,30.2,22.23,6.28,8.12,2.75,NA,0.75,NA,NA
"AB","COLL",2016-07-05,"C","Hotel",9,30.2,18.66,6.79,8.37,2.25,NA,1.25,NA,NA
"AB","COLL",2016-07-05,"C","East Lumps",10,30.2,13.57,6.97,8.27,2.25,NA,0.25,NA,NA
"AB","COLL",2016-07-05,"E","Cat Point",11,30.4,13.95,6.17,8.17,1.5,NA,0.5,NA,NA
"AB","COLL",2016-07-05,"E","Easthole",12,30.2,16.14,6.73,8.32,1.75,NA,1,NA,NA
"AB","COLL",2016-07-05,"E","Platform",13,30.1,16.97,6.71,8.29,2,NA,1,NA,NA
"AB","COLL",2016-07-05,"E","Porters",14,30,15.41,6.77,8.26,2,NA,0.5,NA,NA
"AB","COLL",2016-07-05,"E","Bulkhead",15,30.3,14.72,6.7,8.31,2,NA,0.75,NA,NA
"AB","COLL",2016-08-02,"W","Paradise Flats",1,30.7,25.94,6.06,8.19,1.25,NA,0.75,NA,NA
"AB","COLL",2016-08-02,"W","Cabbage Top",2,30.6,23.41,5.85,8.22,2,NA,1,NA,NA
"AB","COLL",2016-08-02,"W","Dry Bar North",3,31.2,23.47,5.67,8.19,2,NA,1.25,NA,NA
"AB","COLL",2016-08-02,"W","Green Point",4,31,26.81,6.02,8.25,2,NA,0.25,NA,NA
"AB","COLL",2016-08-02,"W","Green Point",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AB","COLL",2016-08-02,"W","Eleven Mile",5,30.8,21.91,6.56,8.3,2.25,NA,1.25,NA,NA
"AB","COLL",2016-08-02,"C","Halfmoon",6,30.1,11.1,6.73,8.19,2.75,NA,0.75,NA,NA
"AB","COLL",2016-08-02,"C","Lighthouse",7,31.2,18.84,4.74,8.14,2.25,NA,0.75,NA,NA
"AB","COLL",2016-08-01,"C","Normans",8,31.2,20.93,5.31,8.22,3,NA,1.25,NA,NA
"AB","COLL",2016-08-01,"C","Hotel",9,31.2,22.41,4.82,8.21,2.5,NA,1.25,NA,NA
"AB","COLL",2016-08-02,"C","East Lumps",10,30.9,18.55,4.89,8.11,2.75,NA,0.75,NA,NA
"AB","COLL",2016-08-01,"E","Cat Point",11,31.4,18.04,5.52,8.17,2,NA,0.75,NA,NA
"AB","COLL",2016-08-01,"E","Easthole",12,31,18.96,5.91,8.36,2,NA,1,NA,NA
"AB","COLL",2016-08-01,"E","Platform",13,31.4,19.03,5.96,8.25,2.25,NA,1,NA,NA
"AB","COLL",2016-08-01,"E","Porters",14,31.4,23.68,5.56,8.22,2.5,NA,1.25,NA,NA
"AB","COLL",2016-08-01,"E","Bulkhead",15,31.2,18.76,5.66,8.24,2.25,NA,0.75,NA,NA
"AB","COLL",2016-09-07,"W","Paradise Flats",1,29.6,18.19,8.94,8,1.25,NA,0.5,NA,NA
"AB","COLL",2016-09-07,"W","Cabbage Top",2,28.9,17.29,8.19,7.95,2,NA,0.75,NA,NA
"AB","COLL",2016-09-07,"W","Dry Bar North",3,28.8,18.41,8,7.94,2.25,NA,0.75,NA,NA
"AB","COLL",2016-09-07,"W","Green Point",4,28.5,18.25,7.59,7.86,1.75,NA,1,NA,NA
"AB","COLL",2016-09-07,"W","Eleven Mile",5,29.4,18.69,7.96,7.98,1.5,NA,0.25,NA,NA
"AB","COLL",2016-09-07,"C","Halfmoon",6,29,13.45,6.98,7.47,2.5,NA,0.5,NA,NA
"AB","COLL",2016-09-07,"C","Lighthouse",7,28.2,26.9,6.97,7.86,2,NA,0.75,NA,NA
"AB","COLL",2016-09-07,"C","Normans",8,27.7,29.4,6.4,7.53,3,NA,0.75,NA,NA
"AB","COLL",2016-09-07,"C","Hotel",9,27.7,29.43,6.32,7.84,2.25,NA,1.75,NA,NA
"AB","COLL",2016-09-07,"C","East Lumps",10,28,27.65,6.41,7.75,2.5,NA,1,NA,NA
"AB","COLL",2016-09-07,"E","Cat Point",11,28.1,27.75,6.4,7.74,1.75,NA,1,NA,NA
"AB","COLL",2016-09-07,"E","Easthole",12,27.9,29.54,6.4,7.84,1.75,NA,1.5,NA,NA
"AB","COLL",2016-09-07,"E","Platform",13,28.1,28.91,6.77,7.8,2,NA,1.75,NA,NA
"AB","COLL",2016-09-07,"E","Porters",14,27.8,27.36,6.48,7.74,2,NA,2,NA,NA
"AB","COLL",2016-09-07,"E","Bulkhead",15,27.7,29.07,6.5,7.86,2.5,NA,1.5,NA,NA
"AB","COLL",2016-10-03,"W","Paradise Flats",1,26.1,21.72,6.98,8.02,1,NA,0.5,NA,NA
"AB","COLL",2016-10-03,"W","Cabbage Top",2,25.9,23.24,7.82,8.03,1.75,NA,1,NA,NA
"AB","COLL",2016-10-03,"W","Dry Bar North",3,25.6,22.9,7.13,7.96,1.75,NA,0.75,NA,NA
"AB","COLL",2016-10-03,"W","Green Point",4,25.8,20.63,7.17,7.99,0.75,NA,0.75,NA,NA
"AB","COLL",2016-10-03,"W","Eleven Mile",5,26.1,22.94,7.23,8.06,1.75,NA,0.5,NA,NA
"AB","COLL",2016-10-03,"C","Halfmoon",6,26.1,12.65,7.85,8.02,2,NA,0.75,NA,NA
"AB","COLL",2016-10-03,"C","Lighthouse",7,26.1,17.58,6.99,7.91,1.5,NA,0.75,NA,NA
"AB","COLL",2016-10-03,"C","Normans",8,25.7,19.64,6.3,7.62,2.5,NA,0.75,NA,NA
"AB","COLL",2016-10-03,"C","Hotel",9,25.5,21.01,6.24,7.82,2,NA,1.25,NA,NA
"AB","COLL",2016-10-03,"C","East Lumps",10,26,20.46,6.38,7.86,2,NA,0.75,NA,NA
"AB","COLL",2016-10-03,"E","Cat Point",11,26,21.65,6.65,7.87,2,NA,1.25,NA,NA
"AB","COLL",2016-10-03,"E","Easthole",12,25.7,21.43,6.49,7.86,2.75,NA,1,NA,NA
"AB","COLL",2016-10-03,"E","Platform",13,25.8,24.09,6.51,7.85,1.5,NA,1,NA,NA
"AB","COLL",2016-10-03,"E","Porters",14,26.4,26.56,6.51,7.9,2,NA,1.25,NA,NA
"AB","COLL",2016-10-03,"E","Bulkhead",15,25.7,19.98,6.54,7.88,1.5,NA,0.75,NA,NA
"AB","COLL",2016-11-01,"W","Paradise Flats",1,24.9,21.15,8.31,8.25,1.25,NA,0.5,NA,NA
"AB","COLL",2016-11-01,"W","Cabbage Top",2,24.5,22.66,8.12,8.23,1.75,NA,0.75,NA,NA
"AB","COLL",2016-11-01,"W","Dry Bar North",3,24.3,25.01,7.78,8.17,1.75,NA,0.5,NA,NA
"AB","COLL",2016-11-01,"W","Green Point",4,24.2,23.83,7.83,8.17,2,NA,1,NA,NA
"AB","COLL",2016-11-01,"W","Eleven Mile",5,25.1,25.72,7.57,8.17,1.5,NA,0.5,NA,NA
"AB","COLL",2016-11-01,"C","Halfmoon",6,24.4,21.7,7.82,8.03,2,NA,0.75,NA,NA
"AB","COLL",2016-11-01,"C","Lighthouse",7,24.2,27.81,7.32,8.02,2,NA,0.75,NA,NA
"AB","COLL",2016-11-01,"C","Normans",8,23.7,30.34,6.83,7.8,2.5,NA,1,NA,NA
"AB","COLL",2016-11-01,"C","Hotel",9,23.7,32.34,6.46,8.07,2,NA,1,NA,NA
"AB","COLL",2016-11-01,"C","East Lumps",10,24,28.76,7.03,8.01,2,NA,1,NA,NA
"AB","COLL",2016-11-01,"E","Cat Point",11,23.9,31.94,6.64,8.02,1.5,NA,1,NA,NA
"AB","COLL",2016-11-01,"E","Easthole",12,23.7,32.15,6.66,8.12,1.5,NA,1.25,NA,NA
"AB","COLL",2016-11-01,"E","Platform",13,23.7,32.93,6.46,8.12,1.5,NA,1,NA,NA
"AB","COLL",2016-11-01,"E","Porters",14,23.8,32.88,6.79,8.07,1.75,NA,1,NA,NA
"AB","COLL",2016-11-01,"E","Bulkhead",15,23.8,30.71,6.76,8.09,2.25,NA,1,NA,NA
"AB","COLL",2016-12-07,"W","Paradise Flats",1,19.3,30.76,7.74,8.12,1,NA,0.75,NA,NA
"AB","COLL",2016-12-07,"W","Cabbage Top",2,19.3,29.34,7.64,8.35,2,NA,1,NA,NA
"AB","COLL",2016-12-07,"W","Dry Bar North",3,19.2,29,7.58,8.25,1.75,NA,1.25,NA,NA
"AB","COLL",2016-12-07,"W","Green Point",4,19.2,22.7,7.9,8.28,2,NA,1,NA,NA
"AB","COLL",2016-12-07,"W","Eleven Mile",5,19.1,32.7,7.64,8.12,1,NA,0.5,NA,NA
"AB","COLL",2016-12-07,"C","Halfmoon",6,19.5,24.2,7.86,8.28,2,NA,1.25,NA,NA
"AB","COLL",2016-12-07,"C","Lighthouse",7,19,26.7,7.52,8.28,1.75,NA,1.5,NA,NA
"AB","COLL",2016-12-07,"C","Normans",8,18.1,19.15,7.89,8.11,2.75,NA,1,NA,NA
"AB","COLL",2016-12-07,"C","Hotel",9,18.2,22.43,7.93,8.29,2,NA,1,NA,NA
"AB","COLL",2016-12-07,"C","East Lumps",10,19.1,26.27,7.56,8.23,2.25,NA,1.25,NA,NA
"AB","COLL",2016-12-07,"E","Cat Point",11,19.5,29.91,6.95,8.21,1.5,NA,1.25,NA,NA
"AB","COLL",2016-12-07,"E","Easthole",12,18.3,25.05,7.76,8.35,1.75,NA,1.25,NA,NA
"AB","COLL",2016-12-07,"E","Platform",13,18.8,25.51,7.78,8.33,1.75,NA,1.5,NA,NA
"AB","COLL",2016-12-07,"E","Porters",14,19.3,30,7.49,8.31,2,NA,1.5,NA,NA
"AB","COLL",2016-12-07,"E","Bulkhead",15,18.5,24.28,7.7,8.25,2,NA,1.5,NA,NA
"AB","COLL",2017-01-04,"W","Paradise Flats",1,20.9,24.42,7.35,8.42,1,NA,0.75,NA,NA
"AB","COLL",2017-01-04,"W","Cabbage Top",2,20.3,22.26,7.69,8.72,1.5,NA,1,NA,NA
"AB","COLL",2017-01-04,"W","Dry Bar North",3,19.7,21.13,8.24,8.82,1.75,NA,1.25,NA,NA
"AB","COLL",2017-01-04,"W","Green Point",4,18.8,27,6.87,8.81,1.5,NA,1.25,NA,NA
